,title,genres,overview,release_date,runtime,review,content to embed
296,A Nightmare on Elm Street Part 2: Freddy's Revenge,['Horror'],"Jesse Walsh moves with his family into the home of the lone survivor from a series of attacks by dream-stalking monster Freddy Krueger. There, Jesse is bedeviled by nightmares and inexplicably violent impulses. It turns out Freddy needs a host body to carry out his gruesome vendetta against the youth of Springwood, Ohio. While Freddy gains influence, Jesse and his girlfriend, Lisa race against the clock trying to figure out what's going on.",1985-11-01,87,5.78,"Movie Name: A Nightmare on Elm Street Part 2: Freddy's Revenge 
 Movie Genre: ['Horror'] 
 Movie Overview: Jesse Walsh moves with his family into the home of the lone survivor from a series of attacks by dream-stalking monster Freddy Krueger. There, Jesse is bedeviled by nightmares and inexplicably violent impulses. It turns out Freddy needs a host body to carry out his gruesome vendetta against the youth of Springwood, Ohio. While Freddy gains influence, Jesse and his girlfriend, Lisa race against the clock trying to figure out what's going on. 
 Movie Release Date: 1985-11-01 
 Movie Runtime: 87 
 Movie Review: 5.78"
297,Rockers,"['Drama', 'Action', 'Comedy', 'Music']","Guitarist Ko-chan is a mess of sexual repression after a childhood at the mercy of two elder sisters eager to use him as a guinea pig for their make-up skills. Bassist Gaku-chan keeps a bucket in the wings for whenever his nerves get the better of him, and drummer Momo-chan is doomed to forever carrying the botched childhood attempts at self-tattooing. It's not until this foursome is forced to look for an additional guitar player after Jin's dad burns his Stratocaster, that attitude and musical ability enter into the equation. Leather-clad, shade-wearing Tani (Tamaki), inseparable from his black Les Paul, is introduced as the king of R'n'R cool and Jinnai keeps him firmly seated on his throne throughout the film, retroactively proclaiming the guitarist, rather than himself, as the band's true hero.",2003-09-27,105,6.6,"Movie Name: Rockers 
 Movie Genre: ['Drama', 'Action', 'Comedy', 'Music'] 
 Movie Overview: Guitarist Ko-chan is a mess of sexual repression after a childhood at the mercy of two elder sisters eager to use him as a guinea pig for their make-up skills. Bassist Gaku-chan keeps a bucket in the wings for whenever his nerves get the better of him, and drummer Momo-chan is doomed to forever carrying the botched childhood attempts at self-tattooing. It's not until this foursome is forced to look for an additional guitar player after Jin's dad burns his Stratocaster, that attitude and musical ability enter into the equation. Leather-clad, shade-wearing Tani (Tamaki), inseparable from his black Les Paul, is introduced as the king of R'n'R cool and Jinnai keeps him firmly seated on his throne throughout the film, retroactively proclaiming the guitarist, rather than himself, as the band's true hero. 
 Movie Release Date: 2003-09-27 
 Movie Runtime: 105 
 Movie Review: 6.6"
298,Halloween 5: The Revenge of Michael Myers,"['Horror', 'Thriller']","After lying in a coma for a year, Michael Myers awakens and stalks his way back to his small hometown in Illinois, intent on killing his niece, Jamie, who has been confined to a mental institution since Michael's last attempt to slay her. Suspecting a psychic link between Michael and Jamie, psychiatrist Dr. Sam Loomis joins forces with Sheriff Ben Meeker and attempts to stop Michael's latest rampage.",1989-10-12,97,5.36,"Movie Name: Halloween 5: The Revenge of Michael Myers 
 Movie Genre: ['Horror', 'Thriller'] 
 Movie Overview: After lying in a coma for a year, Michael Myers awakens and stalks his way back to his small hometown in Illinois, intent on killing his niece, Jamie, who has been confined to a mental institution since Michael's last attempt to slay her. Suspecting a psychic link between Michael and Jamie, psychiatrist Dr. Sam Loomis joins forces with Sheriff Ben Meeker and attempts to stop Michael's latest rampage. 
 Movie Release Date: 1989-10-12 
 Movie Runtime: 97 
 Movie Review: 5.36"
299,The Letter Room,['Comedy'],"Richard, a lonely and well-meaning prison officer, is put in charge of reading and censoring the letters received by inmates.",2020-06-16,33,6.7,"Movie Name: The Letter Room 
 Movie Genre: ['Comedy'] 
 Movie Overview: Richard, a lonely and well-meaning prison officer, is put in charge of reading and censoring the letters received by inmates. 
 Movie Release Date: 2020-06-16 
 Movie Runtime: 33 
 Movie Review: 6.7"
300,Drive a Crooked Road,"['Crime', 'Thriller']",A mechanic gets caught up with the mob when he falls for a gangster's girlfriend.,1954-03-10,83,6.3,"Movie Name: Drive a Crooked Road 
 Movie Genre: ['Crime', 'Thriller'] 
 Movie Overview: A mechanic gets caught up with the mob when he falls for a gangster's girlfriend. 
 Movie Release Date: 1954-03-10 
 Movie Runtime: 83 
 Movie Review: 6.3"
301,Carrie,"['Horror', 'Thriller']","In this chilling adaptation of Stephen King's horror novel, withdrawn and sensitive teen Carrie White faces taunting from classmates at school and abuse from her fanatically pious mother at home. When strange occurrences start happening around Carrie, she begins to suspect that she has supernatural powers. Invited to the prom by the empathetic Tommy Ross, Carrie tries to let her guard down, but things eventually take a dark and violent turn.",1976-11-03,98,7.3,"Movie Name: Carrie 
 Movie Genre: ['Horror', 'Thriller'] 
 Movie Overview: In this chilling adaptation of Stephen King's horror novel, withdrawn and sensitive teen Carrie White faces taunting from classmates at school and abuse from her fanatically pious mother at home. When strange occurrences start happening around Carrie, she begins to suspect that she has supernatural powers. Invited to the prom by the empathetic Tommy Ross, Carrie tries to let her guard down, but things eventually take a dark and violent turn. 
 Movie Release Date: 1976-11-03 
 Movie Runtime: 98 
 Movie Review: 7.3"
302,Scooby-Doo,"['Mystery', 'Adventure', 'Comedy']","When the Mystery Inc. gang is invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings.",2002-06-14,88,6.059,"Movie Name: Scooby-Doo 
 Movie Genre: ['Mystery', 'Adventure', 'Comedy'] 
 Movie Overview: When the Mystery Inc. gang is invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings. 
 Movie Release Date: 2002-06-14 
 Movie Runtime: 88 
 Movie Review: 6.059"
303,Halloween III: Season of the Witch,"['Horror', 'Mystery', 'Science Fiction']","Hospital emergency room Dr. Daniel ""Dan"" Challis and Ellie Grimbridge, the daughter of a murder victim, uncover a terrible plot by small-town mask maker Conal Cochran, a madman who's planning a Halloween mass murder utilizing an ancient Celtic ritual. The ritual involves a boulder stolen from Stonehenge, the use of Silver Shamrock masks and a triggering device contained in a television commercial -- all designed to kill millions of children.",1982-10-22,98,5.2,"Movie Name: Halloween III: Season of the Witch 
 Movie Genre: ['Horror', 'Mystery', 'Science Fiction'] 
 Movie Overview: Hospital emergency room Dr. Daniel ""Dan"" Challis and Ellie Grimbridge, the daughter of a murder victim, uncover a terrible plot by small-town mask maker Conal Cochran, a madman who's planning a Halloween mass murder utilizing an ancient Celtic ritual. The ritual involves a boulder stolen from Stonehenge, the use of Silver Shamrock masks and a triggering device contained in a television commercial -- all designed to kill millions of children. 
 Movie Release Date: 1982-10-22 
 Movie Runtime: 98 
 Movie Review: 5.2"
304,Terrifier 3,"['Horror', 'Thriller', 'Crime']","In the aftermath of Terrifier 2, Art the Clown will wreak new, gorier havoc during a Miles County's Christmas celebration.",2024-10-25,0,0.0,"Movie Name: Terrifier 3 
 Movie Genre: ['Horror', 'Thriller', 'Crime'] 
 Movie Overview: In the aftermath of Terrifier 2, Art the Clown will wreak new, gorier havoc during a Miles County's Christmas celebration. 
 Movie Release Date: 2024-10-25 
 Movie Runtime: 0 
 Movie Review: 0.0"
305,American Gothic,['Horror'],Twins known as Brother and Sister contemplate their existence and the permanence of memory in this mind bending Bomar Brothers horror film.,2023-09-29,22,0.0,"Movie Name: American Gothic 
 Movie Genre: ['Horror'] 
 Movie Overview: Twins known as Brother and Sister contemplate their existence and the permanence of memory in this mind bending Bomar Brothers horror film. 
 Movie Release Date: 2023-09-29 
 Movie Runtime: 22 
 Movie Review: 0.0"
306,Totally Killer,"['Comedy', 'Horror', 'Science Fiction']","When the infamous ""Sweet Sixteen Killer"" returns 35 years after his first murder spree to claim another victim, 17-year-old Jamie accidentally travels back in time to 1987, determined to stop the killer before he can start.",2023-09-28,105,6.931,"Movie Name: Totally Killer 
 Movie Genre: ['Comedy', 'Horror', 'Science Fiction'] 
 Movie Overview: When the infamous ""Sweet Sixteen Killer"" returns 35 years after his first murder spree to claim another victim, 17-year-old Jamie accidentally travels back in time to 1987, determined to stop the killer before he can start. 
 Movie Release Date: 2023-09-28 
 Movie Runtime: 105 
 Movie Review: 6.931"
307,Bitcoin: The End of Money as We Know It,['Documentary'],"A documentary exploring how money and the trading of value has evolved, culminating in Bitcoin.",2015-07-18,60,6.7,"Movie Name: Bitcoin: The End of Money as We Know It 
 Movie Genre: ['Documentary'] 
 Movie Overview: A documentary exploring how money and the trading of value has evolved, culminating in Bitcoin. 
 Movie Release Date: 2015-07-18 
 Movie Runtime: 60 
 Movie Review: 6.7"
308,Oblivious,[],"Guided unknowingly by paranormal forces, a couple struggles to find peace and acceptance with death when presented with a terminal illness",,83,0.0,"Movie Name: Oblivious 
 Movie Genre: [] 
 Movie Overview: Guided unknowingly by paranormal forces, a couple struggles to find peace and acceptance with death when presented with a terminal illness 
 Movie Release Date:  
 Movie Runtime: 83 
 Movie Review: 0.0"
309,Oblivious,['Drama'],"Guided unknowingly by paranormal forces, a couple struggles to find peace and acceptance with death when presented with a terminal illness",2023-07-12,83,5.0,"Movie Name: Oblivious 
 Movie Genre: ['Drama'] 
 Movie Overview: Guided unknowingly by paranormal forces, a couple struggles to find peace and acceptance with death when presented with a terminal illness 
 Movie Release Date: 2023-07-12 
 Movie Runtime: 83 
 Movie Review: 5.0"
310,In the Intense Now,['Documentary'],"A personal essay which analyses and compares images of the political upheavals of the 1960s. From the military coup in Brazil to China's Cultural Revolution, from the student uprisings in Paris to the end of the Prague Spring.",2017-11-09,127,7.7,"Movie Name: In the Intense Now 
 Movie Genre: ['Documentary'] 
 Movie Overview: A personal essay which analyses and compares images of the political upheavals of the 1960s. From the military coup in Brazil to China's Cultural Revolution, from the student uprisings in Paris to the end of the Prague Spring. 
 Movie Release Date: 2017-11-09 
 Movie Runtime: 127 
 Movie Review: 7.7"
311,I Like Movies,"['Comedy', 'Drama']","Socially inept 17-year-old cinephile Lawrence Kweller gets a job at a video store, where he forms a complicated friendship with his older female manager.",2023-03-10,99,6.9,"Movie Name: I Like Movies 
 Movie Genre: ['Comedy', 'Drama'] 
 Movie Overview: Socially inept 17-year-old cinephile Lawrence Kweller gets a job at a video store, where he forms a complicated friendship with his older female manager. 
 Movie Release Date: 2023-03-10 
 Movie Runtime: 99 
 Movie Review: 6.9"
312,Myth-Module,"['Animation', 'Science Fiction', 'Fantasy', 'Thriller']","Inhabitants of the territories annexed to the ancient city of Moscow get used to their new condition. It is not too distant of a future, but another large-scale expansion of the city will create and/or ruin some more fates. Will the ""Myth-Module,"" an experimental device made by G.T. Podmyshkin, the professor of urban anthropology and the captain of a pirate spaceship, save him and his crew?",2023-09-18,0,0.0,"Movie Name: Myth-Module 
 Movie Genre: ['Animation', 'Science Fiction', 'Fantasy', 'Thriller'] 
 Movie Overview: Inhabitants of the territories annexed to the ancient city of Moscow get used to their new condition. It is not too distant of a future, but another large-scale expansion of the city will create and/or ruin some more fates. Will the ""Myth-Module,"" an experimental device made by G.T. Podmyshkin, the professor of urban anthropology and the captain of a pirate spaceship, save him and his crew? 
 Movie Release Date: 2023-09-18 
 Movie Runtime: 0 
 Movie Review: 0.0"
